ranking,entity,entity_just_name,entity_category,amount_staked,amount_staked_broken_down,validators,marketshare,ow_change,om_change,sm_change,earned_rewards,last_deposit,last_withdrawal
324,mtitus.eth,mtitus.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,-0.333,17.530314967," 2021-04-11 "," 2025-12-25 "
325,passabilities.eth,passabilities.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,13.285970326000001," 2020-12-01 ",Never
326,weekev.eth,weekev.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,7.6734164069999995," 2023-01-17 ",Never
327,bhanson.eth,bhanson.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,12.025370351999998," 2022-08-13 "," 2024-01-25 "
328,betou.eth,betou.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,10.231563999," 2021-08-11 ",Never
329,mysticryuujin.eth,mysticryuujin.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,8.743366620000002," 2023-01-11 ",Never
330,crypex.eth,crypex.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,7.16478507," 2022-06-19 ",Never
331,penguingrenade.eth,penguingrenade.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,10.292485673," 2021-09-23 ",Never
332,damstake.eth,damstake.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,104.84389269599997," 2021-03-08 "," 2025-01-27 "
333,ferengi.eth,ferengi.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,7.610208194999999," 2022-04-11 ",Never
334,davidcho.eth,davidcho.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,15.086110177," 2020-11-25 ",Never
335,critterdepot.eth,critterdepot.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,8.196979111," 2021-11-14 ",Never
336,teclis.eth,teclis.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,10.329924404," 2021-07-13 ",Never
337,highflyer.eth,highflyer.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,9.656098975," 2021-06-22 ",Never
338,bingley.eth,bingley.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,10.36547445," 2021-07-11 ",Never
339,hylick.eth,hylick.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,13.418285053999998," 2021-01-15 ",Never
340,balin.eth,balin.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,11.078477391," 2021-07-16 ",Never
341,gizzard.eth,gizzard.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,10.858014894," 2021-07-14 ",Never
342,ludvig.eth,ludvig.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,0," 2021-09-05 ",Never
343,pharos.eth,pharos.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,0," 2020-11-22 ",Never
344,pluch.eth,pluch.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,4.382091073000001," 2023-09-23 ",Never
345,chrishol.eth,chrishol.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,7.680639303999997," 2023-02-19 "," 2025-08-22 "
346,lucidity.eth,lucidity.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,6.588694169," 2022-09-11 ",Never
347,palu.eth,palu.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,13.638970302999999," 2020-12-11 ",Never
348,tomgargiulo.eth,tomgargiulo.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,7.839532212," 2023-06-12 ",Never
349,darthmike.eth,darthmike.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,7.385329887999999," 2024-03-19 ",Never
350,<a href='https://x.com/rcpw_' target='_blank'>rcpw.eth</a>,rcpw.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,10.726127906999999," 2022-08-24 ",Never
351,<a href='https://x.com/Eigenpiexyz_io' target='_blank'>Eigenpie</a>,Eigenpie,Liquid Restaking,64,64,2,0.0000016702583971929879,0,0,-0.714,39.50060132200004," 2025-12-04 "," 2026-01-11 "
352,ethview.eth,ethview.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,13.727731695," 2020-12-05 ",Never
353,hathaway.eth,hathaway.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,0," 2022-01-02 ",Never
354,agus.eth,agus.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,0," 2022-11-16 ",Never
355,tobyoft.eth,tobyoft.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,7.982400228," 2022-01-31 ",Never
356,richardcantillon.eth,richardcantillon.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,4.315335988000001," 2023-06-17 ",Never
357,<a href='https://x.com/calumtomeny' target='_blank'>calum.eth</a>,calum.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,14.380497967000004," 2020-11-21 ",Never
358,shoegazer.eth,shoegazer.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,10.096937736999998," 2023-03-30 ",Never
359,f33nx.eth,f33nx.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,0," 2021-01-17 ",Never
360,frankp.eth,frankp.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,12.785689337999997," 2020-12-20 ",Never
361,murat.eth,murat.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,9.447938162999996," 2021-11-17 ",Never
362,0xterranullius.eth,0xterranullius.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,0," 2021-11-29 ",Never
363,ashpool.eth,ashpool.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,11.215514482000003," 2021-05-10 ",Never
364,tfelix.eth,tfelix.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,14.708110266000002," 2020-12-27 ",Never
365,livingston.eth,livingston.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,11.984769039000001," 2021-02-18 ",Never
366,jamescbury.eth,jamescbury.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,14.130322313999997," 2021-01-31 ",Never
367,blask.eth,blask.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,14.213181482000001," 2020-11-11 ",Never
281,samcarman.eth,samcarman.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,12.760743762000006," 2022-02-15 "," 2023-06-21 "
282,brazzos.eth,brazzos.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,8.264128468," 2024-11-19 ",Never
283,infinityportal.eth,infinityportal.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,8.36196301," 2023-04-19 ",Never
284,carpediem.eth,carpediem.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,4.110707521," 2024-01-14 ",Never
285,byronyoung.eth,byronyoung.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,11.161951332," 2021-04-24 ",Never
286,sigmar.eth,sigmar.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,10.483717895000002," 2021-07-14 ",Never
287,10ofdisks.eth,10ofdisks.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,14.46096538," 2020-11-23 ",Never
288,goodforus.eth,goodforus.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,9.649590193," 2022-08-30 ",Never
289,ice.spectrehaunt.eth,ice.spectrehaunt.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,3.404025463," 2023-05-13 ",Never
290,stevereed.eth,stevereed.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,8.507760881," 2023-04-15 ",Never
291,kaelo.eth,kaelo.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,10.551175535000002," 2021-07-15 ",Never
292,okavango.eth,okavango.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,10.358695018999999," 2021-07-12 ",Never
293,monomesa.eth,monomesa.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,14.520135741," 2020-11-04 ",Never
294,meta.tortfeasor.eth,meta.tortfeasor.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,9.544866698000002," 2022-08-24 ",Never
295,servicem8.eth,servicem8.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,11.634708125000001," 2021-04-18 ",Never
296,sglee.eth,sglee.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,14.492579298," 2020-11-21 ",Never
297,vanhelsing.eth,vanhelsing.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,5.656945103999998," 2022-08-22 ",Never
298,amandra.eth,amandra.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,3.546660685," 2023-05-13 ",Never
299,temaki.eth,temaki.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,11.069607636999999," 2021-05-15 ",Never
300,vault.gall.eth,vault.gall.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,4.528450979," 2024-06-06 ",Never
301,crimzon.eth,crimzon.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,8.711886566999999," 2021-12-15 ",Never
302,s0xphie.eth,s0xphie.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,9.697356133000003," 2022-04-05 ",Never
303,sunbird.eth,sunbird.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,-0.6,52.322130707000014," 2020-11-24 "," 2025-12-24 "
304,thorgrim.eth,thorgrim.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,10.651909058000001," 2021-07-25 ",Never
305,froggeer.eth,froggeer.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,9.104767026000003," 2023-05-06 ",Never
368,althani.eth,althani.eth,Solo Stakers,60.7,60.7,1.896875,0.0000015841356985877245,0,0,0.104,6.1681535300000006," 2025-11-06 ",Never
369,kansakar.eth,kansakar.eth,Solo Stakers,59.949799999999996,59.949799999999996,1.8734312499999999,0.0000015645571384381278,0,-0,0.017,6.970209231999999," 2026-01-11 ",Never
370,city17.eth,city17.eth,Solo Stakers,52,52,1.625,0.0000013570849477193027,0,0,0,10.783272803000001," 2025-05-18 ",Never
371,base64.eth,base64.eth,Solo Stakers,48.114188999999996,48.114188999999996,1.5035684062499999,0.00000125567387814657,0,0,0.063,6.487104077," 2025-09-24 ",Never
,↘️ <a href='https://x.com/Bitpanda_global' target='_blank'>Bitpanda</a> (w/ Unknown),Bitpanda,CEXs,0,45,1.40625,0.0000011744004355263223,-0.997,-0.997,-1,54.916621068000005," 2025-11-06 "," 2025-10-28 "
372,stakecryptofolio.eth,stakecryptofolio.eth,Solo Stakers,44.788718546,44.788718546,1.3996474545625,0.0000011688864570464033,0.086,0.086,0.4,5.042154177," 2026-03-19 ",Never
373,ollyp.eth,ollyp.eth,Solo Stakers,43.599999999999994,43.599999999999994,1.3624999999999998,0.0000011378635330877229,-0,0,0.077,1.6220017130000004," 2025-10-17 "," 2025-07-07 "
374,panthermoderns.eth,panthermoderns.eth,Solo Stakers,41.8,41.8,1.30625,0.0000010908875156666701,0,0,0,6.5055009969999995," 2025-07-10 ",Never
375,fgstaking.eth,fgstaking.eth,Solo Stakers,41,41,1.28125,0.000001070009285701758,0,0,0.281,19.313773136000002," 2025-11-12 "," 2023-12-23 "
376,graybeard.eth,graybeard.eth,Solo Stakers,39,39,1.21875,0.000001017813710789477,0,0,0,6.404257017000001," 2025-05-13 ",Never
377,zamesa.eth,zamesa.eth,Solo Stakers,38.010054361,38.010054361,1.18781419878125,9.919783199097219e-7,0,0,0,5.889676147," 2025-05-16 ",Never
378,bigwall.eth,bigwall.eth,Solo Stakers,38,38,1.1875,9.917159233333365e-7,0,0,0,6.152673011999999," 2025-07-30 ",Never
379,🌱stake.eth,🌱stake.eth,Solo Stakers,36.70727146,36.70727146,1.147102233125,9.579785686579298e-7,0,0,0.147,1.907977726," 2025-10-09 ",Never
380,jasonthane.eth,jasonthane.eth,Solo Stakers,34.5,34.5,1.078125,9.00373667236845e-7,0,0,0.078,7.196906443," 2025-12-29 ",Never
381,firefinch.eth,firefinch.eth,Solo Stakers,34.5,34.5,1.078125,9.00373667236845e-7,0,0,-0.481,8.016250847000002," 2025-09-17 "," 2026-02-08 "
382,if-you-own-this-you-are-rich-on.eth,if-you-own-this-you-are-rich-on.eth,Solo Stakers,33.017744488999995,33.017744488999995,1.0318045152812498,8.616900779550741e-7,0,0,0,2.6929814309999998," 2023-04-14 "," 2023-04-14 "
383,istake.eth,istake.eth,Solo Stakers,33.01,33.01,1.0315625,8.614879639271957e-7,0,0,0,6.270673823," 2025-09-02 ",Never
384,hashsoup.eth,hashsoup.eth,Solo Stakers,32.0341519,32.0341519,1.001067246875,8.360204876239173e-7,0,0,0,2.9779416200000006," 2024-12-06 "," 2024-10-26 "
385,joshuas.eth,joshuas.eth,Solo Stakers,32.020138939999995,32.020138939999995,1.0006293418749999,8.356547803722057e-7,0,0,0,17.393319351," 2020-12-06 "," 2025-06-06 "
512,moontrader.eth,moontrader.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,11.213874930000001," 2021-06-03 "," 2025-04-11 "
387,honestwork.eth,honestwork.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.897661793000001," 2023-05-21 "," 2025-04-23 "
513,corbridge.eth,corbridge.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.163043105," 2020-11-22 ",Never
388,seongwan.eth,seongwan.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.3132915960000004," 2022-10-01 ",Never
514,reinoud.eth,reinoud.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,8.058225515999997," 2024-03-28 "," 2024-04-02 "
389,dinomuuk.eth,dinomuuk.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.055659013," 2022-10-09 ",Never
515,u96.eth,u96.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-22 ",Never
390,chengd.eth,chengd.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.020230164," 2023-06-19 ",Never
516,yasuanii.eth,yasuanii.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.7913854290000017," 2021-07-15 "," 2024-12-21 "
391,paul.tonelli.eth,paul.tonelli.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.950274046999999," 2020-11-24 ",Never
517,scttl.eth,scttl.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.4903513550000005," 2021-06-05 ",Never
392,wennroad.eth,wennroad.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.0754485969999985," 2020-11-24 ",Never
518,stempfel.eth,stempfel.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.316375987," 2022-10-13 ",Never
393,bankruptcyattorney.eth,bankruptcyattorney.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-05-21 ",Never
519,bigbull.eth,bigbull.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-02-10 ",Never
394,2023.tesserax.eth,2023.tesserax.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.1841052359999997," 2023-06-23 ",Never
520,388988.eth,388988.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-23 ",Never
395,calibrium.eth,calibrium.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.366927263," 2022-09-04 ",Never
521,erebels.eth,erebels.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.27123925," 2020-11-23 ",Never
396,biota.eth,biota.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.975137732000002," 2020-11-24 ",Never
522,pengzs.eth,pengzs.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-24 ",Never
397,voska.eth,voska.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,11.231069556000005," 2021-05-16 "," 2024-09-08 "
523,peder.eth,peder.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.254997119000002," 2020-11-23 ",Never
398,kryptokicks.eth,kryptokicks.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-12-02 ",Never
524,streetindex.eth,streetindex.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-02-13 ",Never
399,stakewalker.eth,stakewalker.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.061307908," 2021-03-24 ",Never
525,heystein.eth,heystein.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-12-02 ",Never
400,pigfrown.eth,pigfrown.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-23 ",Never
526,goodroot.eth,goodroot.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.312501698," 2021-01-17 ",Never
401,kelvinyasu.eth,kelvinyasu.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.213801049000001," 2020-12-09 ",Never
527,slashproof.eth,slashproof.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2022-07-07 ",Never
402,daihelle.eth,daihelle.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.015917053999999," 2020-12-10 ",Never
528,spedden.eth,spedden.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.5714339829999995," 2020-11-23 ",Never
403,brik.eth,brik.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.385946736," 2021-07-10 ",Never
529,aleksandar.eth,aleksandar.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-12-10 ",Never
404,snowgum.eth,snowgum.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.822772561000001," 2020-11-24 ",Never
530,roanoke.eth,roanoke.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.597386614," 2021-07-05 ",Never
405,rubisco.eth,rubisco.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.3254427689999995," 2020-11-23 ",Never
531,gödel.eth,gödel.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.124660304000002," 2021-05-16 ",Never
406,webberz.eth,webberz.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,16.499183686000002," 2021-04-04 "," 2025-09-09 "
532,sockeye.eth,sockeye.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.222659239," 2024-01-16 "," 2024-01-16 "
407,matnad.eth,matnad.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-04 ",Never
533,dhananjay.eth,dhananjay.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.734076158," 2020-12-28 ",Never
408,davidv.eth,davidv.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,4.028802348," 2021-10-12 ",Never
534,0x0312.eth,0x0312.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-22 ",Never
409,notimaginary.eth,notimaginary.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,16.584857206000006," 2020-11-23 ",Never
535,ice.reion.eth,ice.reion.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,1.8970858330000002," 2023-06-09 ",Never
410,ong.eth,ong.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.8655833799999995," 2020-11-24 ",Never
536,reapz.eth,reapz.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,4.047873042000001," 2022-05-01 ",Never
411,eoinjefferies.eth,eoinjefferies.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-03-17 ",Never
537,fiatfarce.eth,fiatfarce.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-04-22 ",Never
412,kenichi.eth,kenichi.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-25 ",Never
538,<a href='https://x.com/SenseiNode' target='_blank'>SenseiNode</a>,SenseiNode,Staking Pools,32,32,1,8.351291985964939e-7,0,0,0,8.140079023000009," 2023-03-01 "," 2024-12-22 "
413,suremark.eth,suremark.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,-0.75,11.242492961," 2024-11-02 "," 2026-01-07 "
539,ice-box.eth,ice-box.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.7765032970000005," 2023-03-07 ",Never
414,pigou.eth,pigou.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-23 ",Never
540,bobotron.eth,bobotron.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.64698683," 2021-04-19 ",Never
415,highriseworld.eth,highriseworld.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2022-10-30 ",Never
541,epiphyte.eth,epiphyte.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,4.896590906999998," 2021-07-14 ",Never
416,eartha.eth,eartha.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.234055313999999," 2021-03-24 ",Never
542,eclips.eth,eclips.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,14.705500041," 2022-07-17 "," 2023-07-25 "
417,korok.eth,korok.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.101655791," 2020-11-23 ",Never
543,garychiang.eth,garychiang.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,15.412423774999999," 2020-12-31 "," 2025-04-11 "
418,nanox.eth,nanox.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.258329602," 2021-02-18 ",Never
544,luzian.eth,luzian.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.9335919400000003," 2022-07-19 ",Never
419,keltron.eth,keltron.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-24 ",Never
545,delegate.val128.eth,delegate.val128.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.2833465819999996," 2023-07-10 ",Never
420,sourdoughsynths.eth,sourdoughsynths.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.09216147," 2023-05-07 ",Never
546,stevenhancock.eth,stevenhancock.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2022-09-20 ",Never
421,jorhan.eth,jorhan.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.868800322," 2022-02-21 ",Never
547,last.eth,last.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.638667892999999," 2021-02-09 ",Never
422,frankxavier.eth,frankxavier.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.86904071," 2020-11-23 ",Never
548,neozaru.eth,neozaru.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.186967490000001," 2020-11-23 ",Never
423,kapsteur.eth,kapsteur.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-12-01 ",Never
549,jeshli.eth,jeshli.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.733446318," 2020-11-26 ",Never
424,rushughes.eth,rushughes.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.065602612999999," 2020-12-03 ",Never
550,brntoken.eth,brntoken.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.4365251150000002," 2022-12-15 ",Never
425,edzorg.eth,edzorg.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-22 ",Never
551,zuzaluan1.eth,zuzaluan1.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2023-06-05 ",Never
426,veekta.eth,veekta.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.176169955000001," 2021-04-28 ",Never
552,darzyx.eth,darzyx.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.1798207309999995," 2020-12-19 ",Never
427,hodldwon.eth,hodldwon.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-24 ",Never
553,danning.eth,danning.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,1.415727385," 2023-08-20 ",Never
428,hazelstar.eth,hazelstar.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.284243693," 2022-08-30 ",Never
554,d1m0ndhvnd.eth,d1m0ndhvnd.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.0398525089999975," 2021-08-07 ",Never
429,ntpo.eth,ntpo.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-12-15 ",Never
555,redjetcar.eth,redjetcar.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,4.886352051," 2021-09-23 ",Never
430,horizonventures.eth,horizonventures.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.219745404999999," 2020-11-24 ",Never
556,djxstream.eth,djxstream.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,8.196287307999999," 2022-10-10 "," 2023-12-10 "
431,revere.eth,revere.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-05 ",Never
557,logando.eth,logando.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.057828543000002," 2021-03-08 ",Never
432,cornhusker.eth,cornhusker.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.058818475999999," 2021-10-02 ",Never
558,oddball.eth,oddball.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.702482935000001," 2021-02-17 ",Never
433,zkblockbe.eth,zkblockbe.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.47745913," 2023-04-18 ",Never
559,mesoverse.eth,mesoverse.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.5642661449999995," 2021-02-21 ",Never
434,hyunnie.eth,hyunnie.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.653609949," 2021-05-26 ",Never
560,valdivieso.eth,valdivieso.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.402467486," 2021-02-21 ",Never
435,asteriscus.eth,asteriscus.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-17 ",Never
561,spicetrader.eth,spicetrader.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.890984233999999," 2020-12-09 ",Never
436,brianfitzgerald.eth,brianfitzgerald.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.754245415000001," 2020-11-18 ",Never
562,uprosetheloftythoughts.eth,uprosetheloftythoughts.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.111469914000001," 2020-12-10 ",Never
437,benjey.eth,benjey.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-14 ",Never
563,<a href='https://x.com/buffalospace00' target='_blank'>buffalospace.eth</a>,buffalospace.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.713544341999999," 2020-11-24 ",Never
438,0xpierro.eth,0xpierro.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.007113121," 2021-03-18 ",Never
564,masond.eth,masond.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.468968328," 2022-09-22 ",Never
