ranking,entity,entity_just_name,entity_category,amount_staked,amount_staked_broken_down,validators,marketshare,ow_change,om_change,sm_change,earned_rewards,last_deposit,last_withdrawal
685,<a href='https://x.com/etherscan.io/address/0x0f5b2f0d89f66b163e5e8e2ccf4de706c53a5060' target='_blank'>Cluster 0x0f5b</a>,Cluster 0x0f5b,Unidentified,2.141253593000272,2.141253593000272,0.0669141747812585,5.588198115981813e-8,0,-0,-0.999,390.6326662279998," 2024-05-05 "," 2025-12-28 "
686,danielreynolds.eth,danielreynolds.eth,Solo Stakers,2,2,0.0625,5.219557491228087e-8,0,0,0,7.206495688999997," 2023-04-19 "," 2023-09-06 "
687,👻👻👻👻👻👻.eth,👻👻👻👻👻👻.eth,Solo Stakers,1.7032864350000025,1.7032864350000025,0.05322770109375008,4.445200735755723e-8,0,0,0,17.48567406," 2021-07-29 "," 2025-05-09 "
688,buonarroti.eth,buonarroti.eth,Solo Stakers,1.2665766520000012,1.2665766520000012,0.03958052037500004,3.305484826080598e-8,0,0,-0.96,1.599284814," 2020-11-24 "," 2025-12-25 "
689,zhengyabin.eth,zhengyabin.eth,Solo Stakers,1.0682366350000052,1.0682366350000052,0.03338239484375016,2.7878612653092806e-8,0,0,0,14.783462372999997," 2023-08-15 "," 2025-08-14 "
690,elletian.eth,elletian.eth,Solo Stakers,1.0629374749999982,1.0629374749999982,0.033216796093749945,2.774031630171654e-8,0,0,0,4.787436731," 2020-11-23 "," 2023-09-24 "
691,labdog.eth,labdog.eth,Solo Stakers,1.0568519199999997,1.0568519199999997,0.03302662249999999,2.7581496780773927e-8,0,0,0,0.9982526860000023," 2023-12-03 "," 2024-03-03 "
692,<a href='https://x.com/Tetranode' target='_blank'>Tetranode</a>,Tetranode,Solo Stakers,0.7864715740000037,0.7864715740000037,0.024577236687500115,2.052516797854832e-8,0,-0,0,43.57362967600002," 2020-11-21 "," 2024-05-04 "
693,dimsome.eth,dimsome.eth,Solo Stakers,0.7613227100000017,0.7613227100000017,0.023791334687500054,1.9868838271112888e-8,0,0,0,22.552209944999994," 2021-05-21 "," 2025-09-20 "
694,zenginoglu.eth,zenginoglu.eth,Solo Stakers,0.6412085989999987,0.6412085989999987,0.02003776871874996,1.6734125731751548e-8,0,0,0,3.790992161," 2021-07-10 "," 2025-08-02 "
,↘️ <a href='https://x.com/mevdotio' target='_blank'>MEV Protocol</a> (w/ <a href='https://x.com/Kiln_finance' target='_blank'>Kiln</a>),MEV Protocol,Liquid Staking,0,0.636447251000277,0.019888976593758656,1.660986508365013e-8,0,0,0,489.662610777," 2023-07-21 "," 2025-05-02 "
695,<a href='https://x.com/CelsiusNetwork' target='_blank'>Celsius</a>,Celsius,Staking Pools,0.6289593450019311,0.6289593450019311,0.019654979531310346,1.6414447304413703e-8,0,0,0,11842.641088405042," 2022-04-22 "," 2024-01-09 "
696,onizuka.eth,onizuka.eth,Solo Stakers,0.5205569720000014,0.5205569720000014,0.016267405375000044,1.3585385214068085e-8,0,-0.984,-0.984,4.067138433999999," 2020-11-24 "," 2026-03-11 "
697,madoff.eth,madoff.eth,Solo Stakers,0.5163601699999987,0.5163601699999987,0.01613625531249996,1.3475857967476508e-8,0,0,0,10.760309405000001," 2021-02-13 "," 2023-05-03 "
698,mystic8.eth,mystic8.eth,Solo Stakers,0.5093343680000011,0.5093343680000011,0.015916699000000034,1.3292500080171645e-8,0,0,0,0," 2020-12-21 "," 2025-01-08 "
699,zeusolympian.eth,zeusolympian.eth,Solo Stakers,0.36257236699999495,0.36257236699999495,0.011330386468749842,9.462336571435614e-9,-0,-0,-0,3.2739561240000006," 2022-07-25 "," 2025-08-03 "
700,plamarque.eth,plamarque.eth,Solo Stakers,0.35158922600000153,0.35158922600000153,0.010987163312500048,9.175700892016964e-9,0,0,0,0," 2020-11-10 "," 2023-04-15 "
701,smidge.eth,smidge.eth,Solo Stakers,0.3491468359999885,0.3491468359999885,0.010910838624999641,9.111959916911623e-9,0,-0,-1,143.12336518400002," 2023-04-20 "," 2026-01-02 "
702,orcaplatforms.eth,orcaplatforms.eth,Solo Stakers,0.3356818070000358,0.3356818070000358,0.010490056468751119,8.760552451980089e-9,0,0,0,75.031191814," 2020-12-08 "," 2023-10-23 "
703,<a href='https://x.com/Node_DAO' target='_blank'>Node DAO</a>,Node DAO,Liquid Staking,0.3046797939999806,0.3046797939999806,0.009521243562499393,7.951468505992144e-9,-0,-0,-0.999,607.1613496889997," 2024-03-01 "," 2026-01-13 "
704,kida.eth,kida.eth,Solo Stakers,0.2804582199999892,0.2804582199999892,0.008764319374999663,7.319339015887193e-9,-0,0,0,4.813313078," 2021-02-16 "," 2023-08-16 "
705,leoglisic.eth,leoglisic.eth,Solo Stakers,0.28004207200001474,0.28004207200001474,0.00875131475000046,7.308478473833561e-9,0,-0.991,-0.991,141.92170815699998," 2021-01-04 "," 2026-03-02 "
706,eav.eth,eav.eth,Solo Stakers,0.2530091100000007,0.2530091100000007,0.007906534687500022,6.602977977247274e-9,0,0,0,0," 2021-01-27 "," 2024-08-02 "
707,bok.eth,bok.eth,Solo Stakers,0.22017817400000084,0.22017817400000084,0.006880567937500026,5.746163187533128e-9,0,-0,0,65.477710716," 2020-12-16 "," 2025-08-31 "
708,<a href='https://x.com/bake_io' target='_blank'>Bake</a>,Bake,Staking Pools,0.21793303399999786,0.21793303399999786,0.006810407312499933,5.687570001003771e-9,0,-0,0,992.9940900820001," 2024-03-11 "," 2025-03-16 "
709,gunninginc.eth,gunninginc.eth,Solo Stakers,0.1999489450000027,0.1999489450000027,0.006248404531250085,5.218225068689585e-9,0,0,-0,64.72977733100001," 2023-04-17 "," 2025-08-22 "
710,<a href='https://x.com/CopperHQ' target='_blank'>Copper.co</a>,Copper.co,Staking Pools,0.15778630199997679,0.15778630199997679,0.0049308219374992746,4.117873373085781e-9,-0,0,-0,379.13527083399987," 2025-02-03 "," 2025-03-09 "
711,jcrouch.eth,jcrouch.eth,Solo Stakers,0.13433396499999972,0.13433396499999972,0.004197936406249991,3.505819266710601e-9,0,0,0,1.109756431," 2023-05-19 "," 2025-02-17 "
712,ston.eth,ston.eth,Solo Stakers,0.1340788979999985,0.1340788979999985,0.004189965562499953,3.4991625823574938e-9,0,0,-0.996,5.302221578000001," 2020-12-03 "," 2026-01-02 "
713,kostafun.eth,kostafun.eth,Solo Stakers,0.11553942000000106,0.11553942000000106,0.003610606875000033,3.015323225965769e-9,0,0,-0.996,6.474710903999998," 2020-11-24 "," 2025-12-25 "
714,kev.eth,kev.eth,Solo Stakers,0.11165791699999872,0.11165791699999872,0.00348930990624996,2.9140245856613366e-9,0,0,0,3.4428621169999998," 2020-11-23 "," 2023-04-28 "
715,cryptodubs.eth,cryptodubs.eth,Solo Stakers,0.10447980000000712,0.10447980000000712,0.0032649937500002224,2.7266916138602474e-9,0,0,-0.999,32.412657303," 2020-11-16 "," 2026-01-11 "
716,wzht.eth,wzht.eth,Solo Stakers,0.10367283999999444,0.10367283999999444,0.003239776249999826,2.705631743294309e-9,-0,-0,-0,10.443085649999999," 2021-05-08 "," 2024-03-31 "
717,alexmelville.eth,alexmelville.eth,Solo Stakers,0.09739100699999881,0.09739100699999881,0.0030434689687499628,2.5416898008254544e-9,0,0,-0,2.3036592519999997," 2024-04-25 "," 2025-06-11 "
718,0xbd1.eth,0xbd1.eth,Solo Stakers,0.09150985699999836,0.09150985699999836,0.002859683031249949,2.3882047981277623e-9,0,0,-0.997,6.760089629," 2020-11-24 "," 2026-01-19 "
719,jwpe.eth,jwpe.eth,Solo Stakers,0.09004893999999908,0.09004893999999908,0.002814029374999971,2.3500780967707188e-9,0,0,0,4.232413023000001," 2020-11-22 "," 2023-10-01 "
720,razumoff.eth,razumoff.eth,Solo Stakers,0.08557687900001198,0.08557687900001198,0.0026742774687503745,2.2333671993021607e-9,-0,0,0,29.415985249999995," 2021-07-08 "," 2024-03-05 "
721,bridgs.eth,bridgs.eth,Solo Stakers,0.07513660900000119,0.07513660900000119,0.002348019031250037,1.9608992518571593e-9,0,0,0,4.015938602," 2021-07-13 "," 2024-07-24 "
722,spyr0.eth,spyr0.eth,Solo Stakers,0.06678989899999976,0.06678989899999976,0.0020871843437499926,1.7430685883190805e-9,0,0,0,5.526024556000001," 2020-12-02 "," 2024-11-03 "
723,yallow.eth,yallow.eth,Solo Stakers,0.06339528000000172,0.06339528000000172,0.0019811025000000537,1.6544765431625555e-9,0,0,-0.998,4.195941147," 2021-07-06 "," 2025-11-20 "
724,chrisw.eth,chrisw.eth,Solo Stakers,0.06300782299999952,0.06300782299999952,0.001968994468749985,1.6443647727281042e-9,0,0,-0.998,4.4155223769999985," 2021-09-18 "," 2026-01-03 "
725,edgarselzer.eth,edgarselzer.eth,Solo Stakers,0.06282068000000152,0.06282068000000152,0.0019631462500000474,1.639480754490252e-9,0,0,-0.998,2.745700998," 2022-06-06 "," 2025-11-03 "
726,0x3492.eth,0x3492.eth,Solo Stakers,0.06259097999999952,0.06259097999999952,0.001955968124999985,1.6334860927115244e-9,0,-0,-0,1.459922341," 2023-09-02 "," 2023-12-19 "
727,slais.eth,slais.eth,Solo Stakers,0.0552298800000095,0.0552298800000095,0.001725933750000297,1.4413776694683894e-9,0,0,-1,15.845338556999998," 2021-05-06 "," 2026-01-02 "
728,snowpea.eth,snowpea.eth,Solo Stakers,0.05503991999999869,0.05503991999999869,0.001719997499999959,1.4364201337629387e-9,0,0,-0.998,6.310564558999999," 2020-11-23 "," 2025-11-29 "
729,raino.eth,raino.eth,Solo Stakers,0.05465919399999919,0.05465919399999919,0.0017080998124999747,1.4264840275359253e-9,0,0,0,3.981995571," 2021-03-19 "," 2023-11-22 "
730,trustgarage.eth,trustgarage.eth,Solo Stakers,0.05448088700000042,0.05448088700000042,0.0017025277187500132,1.4218306093480155e-9,0,0,0,3.418807052," 2021-01-14 "," 2025-01-18 "
731,n1co.eth,n1co.eth,Solo Stakers,0.05265973799999912,0.05265973799999912,0.0016456168124999726,1.3743026498200189e-9,0,0,0,3.2675510849999996," 2021-07-30 "," 2024-08-02 "
732,derekbeard.eth,derekbeard.eth,Solo Stakers,0.05237277000000162,0.05237277000000162,0.0016366490625000507,1.3668134199493704e-9,0,0,0,0.5909224279999998," 2022-08-23 "," 2024-01-25 "
733,ketterer.eth,ketterer.eth,Solo Stakers,0.05203811000000158,0.05203811000000158,0.0016261909375000494,1.3580795343992973e-9,0,0,0,2.1477892450000002," 2022-01-31 "," 2023-12-01 "
734,nries.eth,nries.eth,Solo Stakers,0.05123801999998889,0.05123801999998889,0.001601188124999653,1.3371989556331829e-9,-0,0,0,14.408033392," 2023-04-17 "," 2025-01-27 "
735,privato.eth,privato.eth,Solo Stakers,0.045852400000001126,0.045852400000001126,0.0014328875000000352,1.1966461895539631e-9,0,0,0,6.949442146000002," 2024-07-05 "," 2025-04-17 "
736,rossmoody.eth,rossmoody.eth,Solo Stakers,0.04484716000000333,0.04484716000000333,0.001401473750000104,1.17041164969161e-9,0,0,0,7.6800465189999985," 2021-05-08 "," 2024-08-11 "
737,gillard.eth,gillard.eth,Solo Stakers,0.04473876000000132,0.04473876000000132,0.0013980862500000413,1.1675826495313118e-9,0,0,0,9.999931116," 2020-12-15 "," 2024-08-11 "
738,kosta.eth,kosta.eth,Solo Stakers,0.04467682900000014,0.04467682900000014,0.0013961509062500044,1.165966387456335e-9,0,0,-0.999,5.989362726," 2020-11-23 "," 2026-01-28 "
739,0xsingularity.eth,0xsingularity.eth,Solo Stakers,0.04349286000000063,0.04349286000000063,0.0013591518750000198,1.1350674161396887e-9,0,0,0,3.263585183," 2020-11-23 "," 2023-05-07 "
740,punk0x.eth,punk0x.eth,Solo Stakers,0.04202775999999986,0.04202775999999986,0.0013133674999999956,1.096831547737677e-9,0,0,-0.999,4.666272135000001," 2023-05-11 "," 2026-01-12 "
741,benbowden.eth,benbowden.eth,Solo Stakers,0.031749454999996374,0.031749454999996374,0.0009921704687498867,8.285905284382006e-10,-0,0,-0.999,3.1678897409999998," 2023-10-18 "," 2026-02-16 "
742,skram.eth,skram.eth,Solo Stakers,0.029764199999998908,0.029764199999998908,0.0009301312499999659,7.767797654020267e-10,0,0,-0.999,6.271135131999999," 2020-11-25 "," 2026-01-02 "
743,cybersurgeon.eth,cybersurgeon.eth,Solo Stakers,0.02951965400000134,0.02951965400000134,0.0009224891875000418,7.703976558708408e-10,0,0,0,1.0651121650000002," 2021-07-22 "," 2023-05-13 "
744,knirck.eth,knirck.eth,Solo Stakers,0.029266320999994377,0.029266320999994377,0.0009145725312498243,7.637862250810326e-10,-0,0,-1,20.967310315000002," 2020-11-27 "," 2025-12-07 "
745,claytonw.eth,claytonw.eth,Solo Stakers,0.02880780599999966,0.02880780599999966,0.0009002439374999893,7.518199980657183e-10,0,0,0,1.98548644," 2022-09-07 "," 2025-05-29 "
746,defison.eth,defison.eth,Solo Stakers,0.02745459100000147,0.02745459100000147,0.000857955968750046,7.165040806133045e-10,0,0,0,1.613687068," 2023-02-27 "," 2025-04-03 "
747,laika.eth,laika.eth,Solo Stakers,0.024657641000001007,0.024657641000001007,0.0007705512812500315,6.435098739878403e-10,0,0,-0.999,5.637468919," 2021-05-23 "," 2025-12-25 "
748,1rvin.eth,1rvin.eth,Solo Stakers,0.02252431999999871,0.02252431999999871,0.0007038849999999597,5.878349159540595e-10,0,0,0,5.247942589999999," 2021-05-13 "," 2025-09-09 "
749,lennonwalls.eth,lennonwalls.eth,Solo Stakers,0.021138713999999226,0.021138713999999226,0.0006605848124999758,5.5167366506812e-10,0,0,0,4.241441951," 2021-03-03 "," 2024-08-11 "
750,bcuff.eth,bcuff.eth,Solo Stakers,0.020334230999999647,0.020334230999999647,0.000635444718749989,5.306784387220527e-10,0,0,0,3.796001895," 2021-05-22 "," 2024-04-09 "
751,beastgrip.eth,beastgrip.eth,Solo Stakers,0.019806800000001346,0.019806800000001346,0.000618962500000042,5.169136565863175e-10,0,0,0,0.130177471," 2021-01-16 "," 2025-09-18 "
752,ktmkancha.eth,ktmkancha.eth,Solo Stakers,0.01949550799999855,0.01949550799999855,0.0006092346249999547,5.087896241334477e-10,0,0,0,6.309099140999999," 2020-11-10 "," 2025-08-21 "
753,0xjasper.eth,0xjasper.eth,Solo Stakers,0.01759415700000133,0.01759415700000133,0.0005498174062500416,4.591685698560002e-10,0,0,0,0.8329498789999998," 2022-11-28 "," 2023-08-18 "
754,drik.eth,drik.eth,Solo Stakers,0.017124299999998982,0.017124299999998982,0.0005351343749999682,4.469063417351591e-10,0,0,0,3.887637747," 2020-11-29 "," 2023-04-28 "
755,zhough.eth,zhough.eth,Solo Stakers,0.016342019999999735,0.016342019999999735,0.0005106881249999917,4.264905645639892e-10,0,0,0,7.041697052," 2020-11-24 "," 2023-04-28 "
